"engine.time","dot(ikr.y1)","dot(ikr.y2)","dot(ikr.y3)","engine.pace","ikr.IKr","ikr.k12","ikr.k14","ikr.k21","ikr.k41","ikr.y1","ikr.y2","ikr.y3","ikr.y4","membrane.V"
 5.36735319694110657e+01, 5.57414372439323652e-02, 2.67450685773476804e-02,-1.84603525602049798e-03, 3.54587251189193751e+01, 9.06512175730526670e-02, 2.62480334709779203e-02, 1.95220399245442308e-02, 3.85144309101215304e-06, 1.04201844728396309e+00, 8.57456376854403235e-01, 4.64487996555645946e-02, 4.93799234304654038e-03, 9.11568311469856396e-02, 3.54587251189193751e+01
 5.37565966755702576e+01, 4.88571503944339527e-02, 2.66388199042304659e-02,-1.81252831996474642e-03, 3.54483245135031453e+01, 8.78526556731218655e-02, 2.62284653128390319e-02, 1.95271340130492334e-02, 3.85391807471562742e-06, 1.04173916282704870e+00, 8.61796341394864940e-01, 4.86661838029640095e-02, 4.78596109625279917e-03, 8.47515137059182549e-02, 3.54483245135031453e+01
 5.38396613817294494e+01, 4.25684867751443402e-02, 2.65030959314619639e-02,-1.76790405144014538e-03, 3.54274236318882245e+01, 8.51070050393433891e-02, 2.61891855754007134e-02, 1.95373750276019130e-02, 3.85889657089526773e-06, 1.04117814382244034e+00, 8.65589543724558985e-01, 5.08734888609619698e-02, 4.63719058429187987e-03, 7.88997768301871738e-02, 3.54274236318882245e+01
 5.39227260878886412e+01, 3.68299617106544533e-02, 2.63413163975987248e-02,-1.71409328452230576e-03, 3.53967280660778911e+01, 8.24308582377490939e-02, 2.61316049651694297e-02, 1.95524249786557525e-02, 3.86621977739821601e-06, 1.04035476469820831e+00, 8.68883535292854670e-01, 5.30684017327550384e-02, 4.49252155985751123e-03, 7.35555414145327852e-02, 3.53967280660778911e+01
 5.40057907940478330e+01, 3.15987111064381307e-02, 2.61566448586109807e-02,-1.65283138479904116e-03, 3.53569028957087212e+01, 7.98378810939962824e-02, 2.60570871250809834e-02, 1.95719684290506547e-02, 3.87574179924548848e-06, 1.03928746304652120e+00, 8.71722212124775631e-01, 5.52489021747490858e-02, 4.35264283351439064e-03, 6.86762428669608904e-02, 3.53569028957087212e+01
 5.40888555002070248e+01, 2.68339673231730164e-02, 2.59497246011987891e-02,-1.58563936043451276e-03, 3.53072899342923847e+01, 7.73383103359358004e-02, 2.59645522963400863e-02, 1.95963423812277708e-02, 3.88763685052645586e-06, 1.03795938331093551e+00, 8.74146002155444690e-01, 5.74131274987138979e-02, 4.21810871313990816e-03, 6.42227616327015055e-02, 3.53072899342923847e+01
 5.41719202063662166e+01, 2.24990341967340468e-02, 2.57248533350990932e-02,-1.51389335999172966e-03, 3.52493880319237363e+01, 7.49415186480579115e-02, 2.58569729507388824e-02, 1.96248269278247837e-02, 3.90156540636093273e-06, 1.03641156448918204e+00, 8.76192116268702748e-01, 5.95594212624826896e-02, 4.08935343784277115e-03, 6.01591090309717899e-02, 3.52493880319237363e+01
 5.42549849125254084e+01, 1.85591342728249932e-02, 2.54856879978058518e-02,-1.43881960646965144e-03, 3.51844379188057772e+01, 7.26545730365387166e-02, 2.57368286555164291e-02, 1.96568280796436783e-02, 3.91724883323013119e-06, 1.03467808120654725e+00, 8.77894783897094411e-01, 6.16864157869775054e-02, 3.96670360824015640e-03, 5.64520967076879293e-02, 3.51844379188057772e+01
 5.43380496186846003e+01, 1.49814356925710122e-02, 2.52343674680634393e-02,-1.36147688270970863e-03, 3.51129183625084806e+01, 7.04822088599927343e-02, 2.56051779484681094e-02, 1.96921263893803308e-02, 3.93459151697194291e-06, 1.03277261697718625e+00, 8.79285439220596987e-01, 6.37930059932687310e-02, 3.85039087999863470e-03, 5.30711639061356502e-02, 3.51129183625084806e+01
 5.44211143248437921e+01, 1.17354917106952811e-02, 2.49728261825390881e-02,-1.28278024381254380e-03, 3.50352808726978751e+01, 6.84275582959318063e-02, 2.54630277531762358e-02, 1.97305159459066695e-02, 3.95350465484709189e-06, 1.03070812732289618e+00, 8.80392895071443582e-01, 6.58782801173212751e-02, 3.74056463305517907e-03, 4.99882601781799635e-02, 3.50352808726978751e+01
 5.45041790310029839e+01, 8.79316201627068292e-03, 2.47028083397086706e-02,-1.20351406509556277e-03, 3.49519509359566030e+01, 6.64923758787847596e-02, 2.53113329433333131e-02, 1.97718035335342872e-02, 3.97390568844118268e-06, 1.02849685914345179e+00, 8.81243526399825727e-01, 6.79414718872712181e-02, 3.63730373362243942e-03, 4.71776979792806125e-02, 3.49519509359566030e+01
 5.45872437371621757e+01, 6.12852023822720027e-03, 2.44243214240577981e-02,-1.12430280466146136e-03, 3.48624197056187839e+01, 6.46767799522065118e-02, 2.51493561726740603e-02, 1.98162599697979912e-02, 3.99594226978250180e-06, 1.02612631802552157e+00, 8.81861459328874386e-01, 6.99818801701048848e-02, 3.54062867192788885e-03, 4.46160318290928365e-02, 3.48624197056187839e+01
 5.46703084433213675e+01, 3.71781825265071059e-03, 2.41401901497434873e-02,-1.04574218641827589e-03, 3.47678756497385990e+01, 6.29808491034929835e-02, 2.49794354681634502e-02, 1.98633140235169661e-02, 4.01934534047229830e-06, 1.02362898199847496e+00, 8.82268757199330178e-01, 7.19989239250684449e-02, 3.45050926618806209e-03, 4.22818096094133150e-02, 3.47678756497385990e+01
 5.47533731494805593e+01, 1.53900146307979838e-03, 2.38521879833408258e-02,-9.68316138357045320e-04, 3.46689758405571524e+01, 6.14034906615372050e-02, 2.48029148141480395e-02, 1.99126554865072976e-02, 4.04397331324478047e-06, 1.02102309495547527e+00, 8.82485583310931077e-01, 7.39921868937219451e-02, 3.36687132885383393e-03, 4.01553584664931448e-02, 3.46689758405571524e+01
 5.48364378556397511e+01,-4.28257843653294390e-04, 2.35613889301024282e-02,-8.92408860548374663e-04, 3.45660325048484154e+01, 5.99427183853420281e-02, 2.46205019222710264e-02, 1.99641444693398444e-02, 4.06976850116993044e-06, 1.01831771205048383e+00, 8.82530345173572095e-01, 7.59613926092251035e-02, 3.28960420905815469e-03, 3.82186580081446473e-02, 3.45660325048484154e+01
 5.49195025617989430e+01,-2.20261767973345748e-03, 2.32687488991358792e-02,-8.18330052161467779e-04, 3.44593425428825455e+01, 5.85959766960897285e-02, 2.44328656623042303e-02, 2.00176478935691210e-02, 4.09667614994685141e-06, 1.01552143088135449e+00, 8.82419831442646685e-01, 7.79063600502180875e-02, 3.21856815782792759e-03, 3.64552403493072982e-02, 3.44593425428825455e+01
 5.50445839720628314e+01,-4.54769631371403429e-03, 2.28253262704620555e-02,-7.10714926780113034e-04, 3.42915472843911147e+01, 5.67761681977225138e-02, 2.41406520121116609e-02, 2.01020849515816079e-02, 4.13935517850540291e-06, 1.01113914226825519e+00, 8.81993864672736105e-01, 8.07891254800150727e-02, 3.12299608730846933e-03, 3.40940137599403531e-02, 3.42915472843911147e+01
 5.51696653823267198e+01,-6.54603053986265934e-03, 2.23825240381438743e-02,-6.08407634467878020e-04, 3.41170176734224668e+01, 5.51965845813034844e-02, 2.38404180073353601e-02, 2.01902887519307649e-02, 4.18421892146248340e-06, 1.00660103684669466e+00, 8.81296801378889105e-01, 8.36164372198026501e-02, 3.04055894447081976e-03, 3.20462024568374249e-02, 3.41170176734224668e+01
 5.52947467925906082e+01,-8.24336992614293010e-03, 2.19424328865192517e-02,-5.11776634374915256e-04, 3.39366188296990714e+01, 5.38442919315490973e-02, 2.35340113595057521e-02, 2.02818655274575321e-02, 4.23110249458430278e-06, 1.00193172545764630e+00, 8.80369016846096919e-01, 8.63884898163937015e-02, 2.97056537887132157e-03, 3.02719279586380584e-02, 3.39366188296990714e+01
 5.54198282028544966e+01,-9.67955441282028831e-03, 2.15059153811668104e-02,-4.20969649822844176e-04, 3.37506105390307738e+01, 5.27054767843143715e-02, 2.32222001841179311e-02, 2.03767248128129304e-02, 4.27999404165274093e-06, 9.97139902373269993e-01, 8.79245576297568499e-01, 8.91057165258064970e-02, 2.91229207386402549e-03, 2.87364151027609781e-02, 3.37506105390307738e+01
 5.55449096131183850e+01,-1.08896774624135072e-02, 2.10754296672496476e-02,-3.36078803577009259e-04, 3.35603848124799100e+01, 5.17666366386168586e-02, 2.29075916416925721e-02, 2.04741937591510492e-02, 4.33057849061269640e-06, 9.92263134233431487e-01, 8.77956938014950783e-01, 9.17687301158364860e-02, 2.86500498430812675e-03, 2.74093268849046057e-02, 3.35603848124799100e+01
 5.56699910233822735e+01,-1.19042783383806541e-02, 2.06524692874494042e-02,-2.57058741447404454e-04, 3.33668679642899022e+01, 5.10140509181007049e-02, 2.25919131583180721e-02, 2.05738274393909674e-02, 4.38265160261821205e-06, 9.87326465391456520e-01, 8.76529474244036155e-01, 9.43783441215045593e-02, 2.82796928459455674e-03, 2.62642123498647295e-02, 3.33668679642899022e+01
 5.57950724336461619e+01,-1.27499076385734315e-02, 2.02380640380755705e-02,-1.83767378550472264e-04, 3.31708000736047524e+01, 5.04341068188325012e-02, 2.22765095742468930e-02, 2.06752690319360402e-02, 4.43604979369197431e-06, 9.82349766709892380e-01, 8.74985948389840007e-01, 9.69355646054874120e-02, 2.80045882091879738e-03, 2.52780281837537840e-02, 3.31708000736047524e+01
 5.59201538439100503e+01,-1.34496090066839116e-02, 1.98328754929444906e-02,-1.15992931928012282e-04, 3.29727653352995631e+01, 5.00135454509577290e-02, 2.19624116207405573e-02, 2.07782359609373704e-02, 4.49064409912973901e-06, 9.77348608213154502e-01, 8.73346000624130814e-01, 9.94415237213616132e-02, 2.78176805875816197e-03, 2.44307075957494110e-02, 3.29727653352995631e+01
 5.60452352541739387e+01,-1.40235615694468164e-02, 1.94381004006300047e-02,-5.35230247277777502e-05, 3.27737771198587851e+01, 4.97398537379522276e-02, 2.16512620851808668e-02, 2.08822151536095235e-02, 4.54617802326166562e-06, 9.72349015600907807e-01, 8.71626583073398575e-01, 1.01897453253151346e-01, 2.77121954489943558e-03, 2.37047441285506422e-02, 3.27737771198587851e+01
 5.61703166644378271e+01,-1.44892721838560043e-02, 1.90544519352265733e-02, 3.89645372555211603e-06, 3.25745980870774261e+01, 4.96010293998353780e-02, 2.13442286687652513e-02, 2.09868151417975553e-02, 4.60245295674770690e-06, 9.67370240688364635e-01, 8.69842312548505525e-01, 1.04304687523542383e-01, 2.76816657230971510e-03, 2.30848333556423757e-02, 3.25745980870774261e+01
 5.62953980747017155e+01,-1.48619523575062099e-02, 1.86824608910871291e-02, 5.65376958579916211e-05, 3.23759220273691781e+01, 4.95856893227497111e-02, 2.10423081527056563e-02, 2.10916729519069375e-02, 4.65927973954012824e-06, 9.62429435068789196e-01, 8.68005761593191205e-01, 1.06664653426550668e-01, 2.77199454439846539e-03, 2.25575904358596632e-02, 3.23759220273691781e+01
 5.64204794849656039e+01,-1.51548939442414723e-02, 1.83229238735867633e-02, 1.04655240207481449e-04, 3.21786773085316682e+01, 4.96832082903590211e-02, 2.07467876501783062e-02, 2.11962935786269221e-02, 4.71639117898105075e-06, 9.57549188194605549e-01, 8.66127714984140984e-01, 1.08978863833642789e-01, 2.78212138275072633e-03, 2.21112997994655017e-02, 3.21786773085316682e+01
 5.66106915856837674e+01,-1.54728132441386591e-02, 1.78004770153155946e-02, 1.69794878750809987e-04, 3.18827064558155122e+01, 5.00253095674416670e-02, 2.03111193632529788e-02, 2.13542539400618792e-02, 4.80340439291845337e-06, 9.50272636811032911e-01, 8.63212596735717819e-01, 1.12413934459881321e-01, 2.80837150962597775e-03, 2.15650972947748834e-02, 3.18827064558155122e+01
 5.68009036864019308e+01,-1.56662940461689860e-02, 1.73084961755843592e-02, 2.26038293926222791e-04, 3.15937373246820101e+01, 5.05729289611056912e-02, 1.98945857110434873e-02, 2.15096131188829733e-02, 4.88990772938299437e-06, 9.43221577350570439e-01, 8.60249282604144239e-01, 1.15752514085944835e-01, 2.84615086110865702e-03, 2.11520524488022707e-02, 3.15937373246820101e+01
 5.69911157871200942e+01,-1.57627325863197096e-02, 1.68479568293092435e-02, 2.74222648162753251e-04, 3.13141354097174620e+01, 5.12971644627624249e-02, 1.94996874834692489e-02, 2.16610120175521129e-02, 4.97508957729278012e-06, 9.36448891515705761e-01, 8.57258769347702509e-01, 1.19000492583878098e-01, 2.89384919687792194e-03, 2.08468888715414719e-02, 3.13141354097174620e+01
 5.71813278878382576e+01,-1.57840574234927485e-02, 1.64187536562658103e-02, 3.15171118156022233e-04, 3.10455252394317682e+01, 5.21719863979466028e-02, 1.91276978510040128e-02, 2.18074626417454030e-02, 5.05831993616483327e-06, 9.29988259014430829e-01, 8.54257392536338367e-01, 1.22163851682465338e-01, 2.95001352311175706e-03, 2.06287422580845384e-02, 3.10455252394317682e+01
 5.73715399885564210e+01,-1.57478242937738704e-02, 1.60205054954538247e-02, 3.49635581664313119e-04, 3.07893137188517407e+01, 5.31742497064245020e-02, 1.87794932214302539e-02, 2.19480758798769292e-02, 5.13900564427206358e-06, 9.23867377993974115e-01, 8.51257708296350057e-01, 1.25248536140082467e-01, 3.01333852358473759e-03, 2.04804170399827366e-02, 3.07893137188517407e+01
 5.75617520892745844e+01,-1.56680405590720676e-02, 1.56524883622663306e-02, 3.78304044426773772e-04, 3.05465955805612452e+01, 5.42834304059015421e-02, 1.84554755018586543e-02, 2.20821199248273162e-02, 5.21662884565835941e-06, 9.18106016589339768e-01, 8.48269260006941805e-01, 1.28260365425436673e-01, 3.08265671037757016e-03, 2.03877178572439526e-02, 3.05465955805612452e+01
 5.77519641899927478e+01,-1.55558937868103299e-02, 1.53136733358217418e-02, 4.01805617552765740e-04, 3.03181445100681586e+01, 5.54813655110121193e-02, 1.81556126816013567e-02, 2.22090326026407846e-02, 5.29076013267914427e-06, 9.12716137141844852e-01, 8.45299216757147254e-01, 1.31204986079047958e-01, 3.15692692024612843e-03, 2.03388702435586613e-02, 3.03181445100681586e+01
 5.79421762907109112e+01,-1.54203191164831357e-02, 1.50027964969994612e-02, 4.20715525637466170e-04, 3.01044401267317099e+01, 5.67520017561428253e-02, 1.78795183216042194e-02, 2.23284131907896498e-02, 5.36105954083748815e-06, 9.07702826300068377e-01, 8.42352860043747653e-01, 1.34087833944874696e-01, 3.23522239938625437e-03, 2.03240836119913948e-02, 3.01044401267317099e+01
 5.81323883914290747e+01,-1.52684244361860483e-02, 1.47184264155840322e-02, 4.35559790552653148e-04, 2.99057029410534199e+01, 5.80811773211909882e-02, 1.76265299133688026e-02, 2.24400085249987814e-02, 5.42727337866211411e-06, 9.03065346953256021e-01, 8.39433952026973684e-01, 1.36914093530164011e-01, 3.31672038597508913e-03, 2.03352340568872178e-02, 2.99057029410534199e+01
 5.83226004921472381e+01,-1.51058361954176761e-02, 1.44590259434293975e-02, 4.46818444838201732e-04, 2.97219328984409401e+01, 5.94564414589034002e-02, 1.73957809660292735e-02, 2.25436957328086426e-02, 5.48922808017552736e-06, 8.98798208293677847e-01, 8.36545038480432268e-01, 1.39688664355479469e-01, 3.40069348947542871e-03, 2.03656036746128338e-02, 2.97219328984409401e+01
 5.85128125928654015e+01,-1.49369966716910631e-02, 1.42230050532390576e-02, 4.54928147981100307e-04, 2.95529481065464950e+01, 6.08668923380967508e-02, 1.71862638657106319e-02, 2.26394635486063360e-02, 5.54682219226325532e-06, 8.94892180172400020e-01, 8.33687708059974941e-01, 1.42416143964968184e-01, 3.48650177876800096e-03, 2.04096461962888741e-02, 2.95529481065464950e+01
 5.87030246935835649e+01,-1.47654074313353940e-02, 1.40087631089638766e-02, 4.60285204263665825e-04, 2.93984214143112581e+01, 6.23030191075299583e-02, 1.69968823467683931e-02, 2.27273936707539648e-02, 5.60001742366138276e-06, 8.91335206685988535e-01, 8.30862802124832101e-01, 1.45100825158673813e-01, 3.57358481245927291e-03, 2.04627879040348154e-02, 2.93984214143112581e+01
 5.88932367943017283e+01,-1.45938458402100329e-02, 1.38150126683019656e-02, 4.63215330051288277e-04, 2.92581657119540957e+01, 6.37566449822372511e-02, 1.68267980468859053e-02, 2.28074988159920090e-02, 5.64874144864926115e-06, 8.88118971391263723e-01, 8.28070571655301513e-01, 1.47746723851467615e-01, 3.66145112039073430e-03, 2.05212533728401370e-02, 2.92581657119540957e+01
 5.90834488950198917e+01,-1.44244532937068751e-02, 1.36400149014551889e-02, 4.64069444374871215e-04, 2.91314902228141221e+01, 6.52204559417368240e-02, 1.66746453617945579e-02, 2.28800904353297779e-02, 5.69311203271984522e-06, 8.85224122345352193e-01, 8.25310801376653691e-01, 1.50357572657842220e-01, 3.74967282748794092e-03, 2.05819531380161472e-02, 2.91314902228141221e+01
 5.92736609957380551e+01,-1.42588674888892569e-02, 1.34821581344478740e-02, 4.63159235298418650e-04, 2.90176921988567571e+01, 6.66882048086503698e-02, 1.65391335662671835e-02, 2.29454995858068556e-02, 5.73326913612158870e-06, 8.82631601968483337e-01, 8.22582913981411035e-01, 1.52936795833119393e-01, 3.83788372915725307e-03, 2.06424064563123198e-02, 2.90176921988567571e+01
 5.95726575583761715e+01,-1.40091201666783759e-02, 1.32652661182919539e-02, 4.58795266319460965e-04, 2.88632697157288511e+01, 6.89909641155337511e-02, 1.63570052311410238e-02, 2.30345581148794776e-02, 5.78821517773205014e-06, 8.79125722394899056e-01, 8.18357237025083117e-01, 1.56934621253251444e-01, 3.97579145638032958e-03, 2.07323502652851099e-02, 2.88632697157288511e+01
 5.98716541210142879e+01,-1.37749827916365374e-02, 1.30824049414526751e-02, 4.51583791571616606e-04, 2.87367027935284263e+01, 7.12743301309346627e-02, 1.62092267330878337e-02, 2.31078094840203689e-02, 5.83364220186599507e-06, 8.76262638996900822e-01, 8.14203930952251409e-01, 1.60872822268074117e-01, 4.11194733169654991e-03, 2.08112994479779240e-02, 2.87367027935284263e+01
 6.01706506836524042e+01,-1.35583441143286819e-02, 1.29290676026307481e-02, 4.42265258660367710e-04, 2.86354548453156319e+01, 7.35258182744063238e-02, 1.60919722478115625e-02, 2.31665750151573459e-02, 5.87023835491751470e-06, 8.73979013152093476e-01, 8.10118042245557501e-01, 1.64760841627125731e-01, 4.24561926093440945e-03, 2.08754968663823585e-02, 2.86354548453156319e+01
 6.04696472462905206e+01,-1.33601159510883492e-02, 1.28012466487121349e-02, 4.31457862303905471e-04, 2.85570540759319336e+01, 7.57361760376746018e-02, 1.60017599172113979e-02, 2.32121824147774221e-02, 5.89873401738639610e-06, 8.72214789787231548e-01, 8.06094214857548286e-01, 1.68606889960980000e-01, 4.37627181969673859e-03, 2.09226233617749759e-02, 2.85570540759319336e+01
 6.07686438089286369e+01,-1.31804771956008232e-02, 1.26954039419953577e-02, 4.19671708225414011e-04, 2.84991422478644942e+01, 7.78988576919214110e-02, 1.59354482271234568e-02, 2.32459286059693467e-02, 5.91987152552044902e-06, 8.70913908709304407e-01, 8.02126902114891904e-01, 1.72418079215623188e-01, 4.50353500528616248e-03, 2.09514836641987445e-02, 2.84991422478644942e+01
 6.10676403715667533e+01,-1.30190752242972264e-02, 1.26084378125162957e-02, 4.07318899473903609e-04, 2.84595066889445967e+01, 8.00096035949558887e-02, 1.58902221672745647e-02, 2.32690531843724943e-02, 5.93438193664041620e-06, 8.70024688441763172e-01, 7.98210563912519211e-01, 1.76200523160608025e-01, 4.62717857884172110e-03, 2.09617343480310442e-02, 2.84595066889445967e+01
 6.13666369342048696e+01,-1.28752076244299362e-02, 1.25376338417292708e-02, 3.94727906890217535e-04, 2.84360902542795273e+01, 8.20659995273828047e-02, 1.58635632398391527e-02, 2.32827258457686537e-02, 5.94297130260107234e-06, 8.69499769496900776e-01, 7.94339832230578802e-01, 1.79959448744614225e-01, 4.74708542351948669e-03, 2.09536336012874844e-02, 2.84360902542795273e+01
 6.18231260960631346e+01,-1.26872070157739662e-02, 1.24554003855778649e-02, 3.75619767198045323e-04, 2.84273552084617336e+01, 8.50988643273092177e-02, 1.58536301029455415e-02, 2.32878282235165490e-02, 5.94617858143031311e-06, 8.69304039802330730e-01, 7.88506686383056876e-01, 1.85662895013294360e-01, 4.92289974657748267e-03, 2.09075188570712819e-02, 2.84273552084617336e+01
 6.22796152579213995e+01,-1.25339942865563096e-02, 1.23983433374895893e-02, 3.57209621727161766e-04, 2.84461025619541452e+01, 8.80043094548502575e-02, 1.58749564821418707e-02, 2.32768787597161832e-02, 5.93929717468303059e-06, 8.69724173520642685e-01, 7.82751227782526815e-01, 1.91334773850331014e-01, 5.09013607117751472e-03, 2.08238622959646576e-02, 2.84461025619541452e+01
 6.27361044197796645e+01,-1.24114409321073628e-02, 1.23607071815361562e-02, 3.39935227964299758e-04, 2.84871674467868594e+01, 9.07875388064002808e-02, 1.59217708556848164e-02, 2.32529126416947188e-02, 5.92425170537965860e-06, 8.70645159334157537e-01, 7.77058600733780191e-01, 1.96985219676484330e-01, 5.24921691125569429e-03, 2.07069626784797851e-02, 2.84871674467868594e+01
 6.31925935816379294e+01,-1.23153201630198019e-02, 1.23376902279778711e-02, 3.24079023103157095e-04, 2.85460087940679976e+01, 9.34563507892173517e-02, 1.59890913040674904e-02, 2.32186149023994141e-02, 5.90275965338149487e-06, 8.71966528284096598e-01, 7.71415801027549142e-01, 2.02621988647300688e-01, 5.40072394209287297e-03, 2.05614863830572980e-02, 2.85460087940679976e+01
 6.36490827434961943e+01,-1.22415027765661998e-02, 1.23257440355874735e-02, 3.09719996141142630e-04, 2.86190775930120296e+01, 9.60203795864680298e-02, 1.60730857328764166e-02, 2.31760946019786869e-02, 5.87617945933994639e-06, 8.73610187316112174e-01, 7.65811646146254299e-01, 2.08250918892932513e-01, 5.54532740021053058e-03, 2.03921075606026576e-02, 2.86190775930120296e+01
 6.41055719053544664e+01,-1.21861836167351419e-02, 1.23215704983947408e-02, 2.96929466466862996e-04, 2.87029887498399248e+01, 9.84896617502939997e-02, 1.61700881780896290e-02, 2.31273609487851368e-02, 5.84580276345207754e-06, 8.75501564068887128e-01, 7.60236791353891550e-01, 2.13876274470261335e-01, 5.68373470336183163e-03, 2.02031994724852851e-02, 2.87029887498399248e+01
 6.45620610672127384e+01,-1.21459578756441047e-02, 1.23228844891091881e-02, 2.85631459421508381e-04, 2.87952469303077301e+01, 1.00874590263080433e-01, 1.62774156975814994e-02, 2.30738978020753362e-02, 5.81258556770626952e-06, 8.77585811105316194e-01, 7.54683607840174964e-01, 2.19501065699017256e-01, 5.81664681181111743e-03, 1.99986796489966638e-02, 2.87952469303077301e+01
 6.50185502290710104e+01,-1.21177883350572328e-02, 1.23275261153774525e-02, 2.75778878888926007e-04, 2.88934861468424131e+01, 1.03184960536065989e-01, 1.63924844486769521e-02, 2.30171045365524345e-02, 5.77742239685736620e-06, 8.79810633521815766e-01, 7.49145947321018690e-01, 2.25127281848009092e-01, 5.94473567444604115e-03, 1.97820351565261773e-02, 2.88934861468424131e+01
 6.54750393909292825e+01,-1.20989575915262503e-02, 1.23339258674843317e-02, 2.67256742940052798e-04, 2.89958920171687424e+01, 1.05430197539926121e-01, 1.65132996671470862e-02, 2.29580512814939811e-02, 5.74099426264856414e-06, 8.82135822508295142e-01, 7.43618932215071360e-01, 2.30756079892414506e-01, 6.06863268679907683e-03, 1.95563552057150571e-02, 2.89958920171687424e+01
 6.59315285527875545e+01,-1.20870901325516918e-02, 1.23407390537647963e-02, 2.59953155877855162e-04, 2.91008853238585843e+01, 1.07618996377936899e-01, 1.66380919773354459e-02, 2.28976632538543216e-02, 5.70388417207139504e-06, 8.84526140923739046e-01, 7.38098829550933200e-01, 2.36387940502394117e-01, 6.18892124764572251e-03, 1.93243086990269597e-02, 2.91008853238585843e+01
 6.63880177146458266e+01,-1.20801617600880887e-02, 1.23468951520682210e-02, 2.53746797693429546e-04, 2.92071679878211548e+01, 1.09759299792423201e-01, 1.67653773219127653e-02, 2.28366954172215045e-02, 5.66656266758779458e-06, 8.86952410252137669e-01, 7.32582933304394723e-01, 2.42022798215984658e-01, 6.30613114662099527e-03, 1.90881373329996225e-02, 2.92071679878211548e+01
 6.71043941506248558e+01,-1.20751919344865444e-02, 1.23532213911462033e-02, 2.45933917991057564e-04, 2.93740442947869091e+01, 1.13037197657268496e-01, 1.69671979223208758e-02, 2.27412961043804290e-02, 5.60845561744768572e-06, 8.90775374361055916e-01, 7.23931046366092401e-01, 2.50870370723196456e-01, 6.48498442074158226e-03, 1.87135984899695594e-02, 2.93740442947869091e+01
 6.78207705866038850e+01,-1.20728217279207403e-02, 1.23533117470717557e-02, 2.40104666951860592e-04, 2.95382256093868882e+01, 1.16236666443121958e-01, 1.71681300070078320e-02, 2.26478263893072108e-02, 5.55186850238081800e-06, 8.94552679417402574e-01, 7.15281515863229411e-01, 2.59720333499803835e-01, 6.65898027494279780e-03, 1.83391703620239543e-02, 2.95382256093868882e+01
 6.85371470225829142e+01,-1.20690161604804815e-02, 1.23454331082283927e-02, 2.35880091681102758e-04, 2.96973407722564033e+01, 1.19376967752710450e-01, 1.73651321543747822e-02, 2.25576074638607904e-02, 5.49757234289193367e-06, 8.98228711088832621e-01, 7.06634018960335508e-01, 2.68567584330752063e-01, 6.82939492252855260e-03, 1.79690017863838765e-02, 2.96973407722564033e+01
 6.92535234585619435e+01,-1.20607997843867297e-02, 1.23284430027523085e-02, 2.32935439883716344e-04, 2.98496901017289247e+01, 1.22473588923187326e-01, 1.75558755428709412e-02, 2.24715616059939713e-02, 5.44608262962027357e-06, 9.01762587399958737e-01, 6.97990700950502196e-01, 2.77406004690794017e-01, 6.99725417227889303e-03, 1.76060401864248928e-02, 2.98496901017289247e+01
 6.99698998945409727e+01,-1.20460370686408559e-02, 1.23016535559750308e-02, 2.30995614243940765e-04, 2.99940892972749786e+01, 1.25538855704216162e-01, 1.77385989191334408e-02, 2.23903089260898761e-02, 5.39772506280845872e-06, 9.05124886385869409e-01, 6.89355508920663218e-01, 2.86228798993766853e-01, 7.16337489492946226e-03, 1.72523171906404649e-02, 2.99940892972749786e+01
 7.06862763305200019e+01,-1.20232844737345745e-02, 1.22647206986697174e-02, 2.29834412142439042e-04, 3.01297473534788303e+01, 1.28582391015409081e-01, 1.79119934575562127e-02, 2.23142425143751238e-02, 5.35268605026154812e-06, 9.08295070521612180e-01, 6.80733673446967780e-01, 2.95028788390293006e-01, 7.32839683812237536e-03, 1.69091413246168394e-02, 3.01297473534788303e+01
 7.14026527664990311e+01,-1.19916513553654982e-02, 1.22175515167007483e-02, 2.29273222400785612e-04, 3.02561656714783176e+01, 1.31611549061491723e-01, 1.80751033660817642e-02, 2.22435896595976727e-02, 5.31105301738187887e-06, 9.11259325903404416e-01, 6.72131271177837442e-01, 3.03798648861692999e-01, 7.49281252399450291e-03, 1.65772674364750572e-02, 3.02561656714783176e+01
 7.21190292024780604e+01,-1.19506544038541253e-02, 1.21602318091033074e-02, 2.29175002230158631e-04, 3.03730550036438558e+01, 1.34631896480031432e-01, 1.82272398909528177e-02, 2.21784614422749667e-02, 5.27284632599500871e-06, 9.14008752677173963e-01, 6.63554866664542553e-01, 3.12531071585979592e-01, 7.65699923780320275e-03, 1.62570625116746532e-02, 3.03730550036438558e+01
 7.28354056384570896e+01,-1.19001176667918752e-02, 1.20930542249314456e-02, 2.29417228979486403e-04, 3.04803425272462185e+01, 1.37647647803681883e-01, 1.83680060456917517e-02, 2.21188509986000800e-02, 5.23802006215361176e-06, 9.16539630069585276e-01, 6.55011246714373829e-01, 3.21218885962476830e-01, 7.82124272384255095e-03, 1.59486245993067897e-02, 3.04803425272462185e+01
 7.35517820744361188e+01,-1.18400950045824682e-02, 1.20163911313918292e-02, 2.29910779901755860e-04, 3.05780567639786440e+01, 1.40661854840856915e-01, 1.84971573296811055e-02, 2.20646990297550527e-02, 5.20650154211449167e-06, 9.18850774151508842e-01, 6.46507233590962072e-01, 3.29855154114952753e-01, 7.98575504709916548e-03, 1.56518572469860097e-02, 3.05780567639786440e+01
